survived,pclass,sex,age,sibsp,parch,ticket,fare,embarked
1,1.0,1.0,55.0,2.0,0.0,11770.0,25.0,2.0
0,2.0,0.0,30.0,0.0,0.0,248744.0,13.0,2.0
1,3.0,1.0,24.0,0.0,0.0,368702.0,7.0,1.0
1,3.0,0.0,6.0,1.0,1.0,2678.0,15.0,0.0
0,1.0,0.0,67.0,1.0,0.0,17483.0,221.0,2.0
0,1.0,0.0,49.0,0.0,0.0,19924.0,26.0,2.0
0,3.0,0.0,27.902904161766863,0.0,0.0,349238.0,7.0,2.0
0,2.0,0.0,35.924247236251425,0.0,0.0,240261.0,10.0,1.0
0,3.0,0.0,17.41905982933865,1.0,0.0,2660.0,14.0,0.0
1,3.0,1.0,27.0,0.0,0.0,330844.0,7.0,1.0
1,3.0,1.0,18.0,0.0,0.0,31416.0,8.0,2.0
1,3.0,1.0,26.962062205692085,0.0,0.0,364856.0,7.0,1.0
0,2.0,0.0,2.0,1.0,1.0,29103.0,23.0,2.0
0,3.0,1.0,22.0,1.0,0.0,347072.0,13.0,2.0
0,3.0,0.0,27.901769604688734,0.0,0.0,345498.0,7.0,2.0
1,1.0,1.0,27.0,1.0,2.0,12750.0,52.0,2.0
0,3.0,0.0,27.80610623059371,0.0,0.0,376563.0,8.0,2.0
1,1.0,0.0,25.0,0.0,0.0,13905.0,26.0,0.0
0,3.0,0.0,25.0,0.0,0.0,350033.0,7.0,2.0
1,1.0,1.0,76.0,1.0,0.0,19877.0,78.0,2.0
0,3.0,0.0,29.0,0.0,0.0,3101268.0,7.0,2.0
1,3.0,1.0,20.0,0.0,0.0,347471.0,7.0,2.0
0,3.0,0.0,33.0,0.0,0.0,3338.0,8.0,2.0
1,1.0,1.0,43.0,1.0,0.0,11778.0,55.0,0.0
0,2.0,0.0,27.0,1.0,0.0,228414.0,26.0,2.0
0,3.0,0.0,31.22447328090516,0.0,0.0,365235.0,7.0,1.0
0,3.0,0.0,26.0,0.0,0.0,347070.0,7.0,2.0
1,3.0,1.0,16.0,1.0,1.0,2625.0,8.0,0.0
0,3.0,0.0,28.0,0.0,0.0,4001.0,22.0,2.0
0,3.0,0.0,21.0,0.0,0.0,330920.0,7.0,1.0
0,3.0,0.0,31.49338444275507,0.0,0.0,383162.0,7.0,1.0
0,3.0,0.0,27.71714756866511,0.0,0.0,3410.0,8.0,2.0
0,2.0,0.0,18.0,0.0,0.0,248734.0,13.0,2.0
1,2.0,0.0,41.0,0.0,0.0,237734.0,15.0,0.0
1,3.0,1.0,26.459944750630793,0.0,0.0,330968.0,7.0,1.0
1,1.0,1.0,36.0,0.0,0.0,17531.0,31.0,0.0
1,3.0,1.0,18.0,0.0,0.0,329944.0,7.0,1.0
1,1.0,1.0,63.0,1.0,0.0,17483.0,221.0,2.0
0,3.0,0.0,18.0,1.0,0.0,2680.0,14.0,0.0
0,3.0,0.0,23.85044814254852,0.0,0.0,2681.0,6.0,0.0
1,3.0,1.0,1.0,1.0,1.0,9549.0,16.0,2.0
1,1.0,0.0,36.0,0.0,0.0,13050.0,75.0,0.0
1,2.0,1.0,29.0,1.0,0.0,29037.0,26.0,2.0
1,2.0,1.0,12.0,0.0,0.0,33595.0,15.0,2.0
0,3.0,0.0,27.34809946809678,1.0,0.0,367227.0,7.0,1.0
1,1.0,1.0,35.0,1.0,0.0,13236.0,57.0,0.0
0,3.0,0.0,28.0,0.0,0.0,392095.0,7.0,2.0
0,3.0,0.0,31.277694500420044,0.0,0.0,368783.0,7.0,1.0
1,3.0,1.0,17.0,0.0,1.0,371362.0,16.0,2.0
0,3.0,0.0,22.0,0.0,0.0,350045.0,7.0,2.0
1,3.0,1.0,16.203043891422098,2.0,0.0,367226.0,23.0,1.0
0,2.0,0.0,42.0,0.0,0.0,211535.0,13.0,2.0
0,3.0,0.0,24.0,0.0,0.0,342441.0,8.0,2.0
0,3.0,0.0,32.0,0.0,0.0,369943.0,8.0,2.0
0,1.0,0.0,53.0,0.0,0.0,113780.0,28.0,0.0
0,3.0,1.0,32.86702127172011,0.0,4.0,4133.0,25.0,2.0
0,3.0,0.0,18.26450304363169,1.0,0.0,2621.0,6.0,0.0
0,3.0,0.0,43.0,0.0,0.0,349226.0,7.0,2.0
0,3.0,0.0,24.0,0.0,0.0,350409.0,7.0,2.0
0,3.0,0.0,26.0,0.0,0.0,2656.0,7.0,0.0
0,2.0,0.0,26.0,0.0,0.0,248659.0,13.0,2.0
1,3.0,1.0,23.0,0.0,0.0,392083.0,8.0,2.0
0,3.0,0.0,40.0,1.0,6.0,2144.0,46.0,2.0
0,3.0,1.0,10.0,5.0,2.0,2144.0,46.0,2.0
1,1.0,1.0,33.0,0.0,0.0,113781.0,151.0,2.0
0,1.0,0.0,61.0,1.0,3.0,17608.0,262.0,0.0
0,2.0,0.0,28.0,0.0,0.0,244358.0,26.0,2.0
1,1.0,0.0,42.0,0.0,0.0,17475.0,26.0,2.0
0,3.0,0.0,31.0,3.0,0.0,345763.0,18.0,2.0
1,1.0,0.0,41.706230864284144,0.0,0.0,17463.0,51.0,2.0
0,3.0,0.0,22.0,0.0,0.0,23568.0,8.0,2.0
0,1.0,0.0,40.40375800522961,0.0,0.0,113791.0,26.0,2.0
0,2.0,0.0,30.0,1.0,1.0,250651.0,26.0,2.0
1,1.0,1.0,23.0,0.0,1.0,11767.0,83.0,0.0
0,3.0,0.0,34.06662625770763,0.0,0.0,349255.0,7.0,0.0
0,3.0,0.0,60.0,0.0,0.0,3701.0,-1.0,2.0
0,3.0,1.0,36.0,0.0,2.0,350405.0,12.0,2.0
0,3.0,0.0,13.0,4.0,2.0,347077.0,31.0,2.0
0,3.0,0.0,24.0,0.0,0.0,752.0,7.0,2.0
1,1.0,1.0,29.0,0.0,0.0,17483.0,221.0,2.0
1,3.0,1.0,23.0,0.0,0.0,347469.0,7.0,2.0
1,1.0,0.0,42.0,0.0,0.0,110489.0,26.0,2.0
0,3.0,1.0,26.0,0.0,2.0,3101315.0,13.0,2.0
1,3.0,1.0,26.526087701509976,0.0,0.0,335432.0,7.0,1.0
1,3.0,0.0,7.0,1.0,1.0,2650.0,15.0,0.0
1,2.0,1.0,26.0,0.0,0.0,220844.0,13.0,2.0
0,3.0,0.0,27.901094027519488,0.0,0.0,343271.0,7.0,2.0
0,2.0,0.0,41.0,0.0,0.0,237393.0,13.0,2.0
0,3.0,1.0,26.0,1.0,1.0,315153.0,22.0,2.0
0,1.0,0.0,48.0,0.0,0.0,17591.0,50.0,0.0
0,3.0,0.0,18.0,2.0,2.0,6608.0,34.0,2.0
1,1.0,1.0,41.087716791214476,0.0,0.0,17770.0,27.0,0.0
1,3.0,1.0,22.0,0.0,0.0,7548.0,8.0,2.0
0,3.0,0.0,27.797036335289654,0.0,0.0,251.0,7.0,2.0
0,3.0,0.0,27.0,0.0,0.0,2670.0,7.0,0.0
0,3.0,0.0,23.0,1.0,0.0,347072.0,13.0,2.0
0,3.0,0.0,23.7740662557653,0.0,0.0,2673.0,7.0,0.0
0,3.0,0.0,40.0,1.0,5.0,347077.0,31.0,2.0
1,2.0,1.0,15.0,0.0,2.0,29750.0,39.0,2.0
1,2.0,1.0,20.0,0.0,0.0,33112.0,36.0,2.0
0,1.0,0.0,54.0,1.0,0.0,11778.0,55.0,0.0
1,2.0,1.0,36.0,0.0,3.0,230136.0,39.0,2.0
1,1.0,1.0,64.0,0.0,2.0,17756.0,83.0,0.0
0,2.0,0.0,30.0,0.0,0.0,233478.0,13.0,2.0
0,1.0,0.0,37.0,1.0,1.0,17756.0,83.0,0.0
1,1.0,1.0,18.0,1.0,0.0,113773.0,53.0,2.0
0,3.0,0.0,25.864850470118288,0.0,0.0,7935.0,7.0,1.0
1,1.0,1.0,27.0,1.0,1.0,17558.0,247.0,0.0
0,2.0,0.0,40.0,0.0,0.0,239059.0,16.0,2.0
1,2.0,1.0,21.0,0.0,1.0,2.0,21.0,2.0
0,3.0,0.0,17.0,2.0,0.0,48873.0,8.0,2.0
0,3.0,1.0,10.609763459014367,8.0,2.0,2343.0,69.0,2.0
0,2.0,0.0,40.0,0.0,0.0,28221.0,13.0,2.0
0,2.0,0.0,34.0,1.0,0.0,226875.0,26.0,2.0
1,1.0,0.0,40.46025287612301,0.0,0.0,111163.0,26.0,2.0
0,3.0,0.0,11.0,1.0,1.0,851.0,14.0,2.0
0,2.0,0.0,61.0,0.0,0.0,235509.0,12.0,1.0
0,2.0,0.0,8.0,0.0,2.0,28220.0,32.0,2.0
0,3.0,0.0,33.0,0.0,0.0,347465.0,7.0,2.0
1,1.0,0.0,6.0,0.0,2.0,16966.0,134.0,0.0
1,3.0,1.0,18.0,0.0,0.0,347066.0,7.0,2.0
0,2.0,0.0,23.0,0.0,0.0,31030.0,10.0,2.0
1,3.0,1.0,23.936453860842715,0.0,0.0,65305.0,8.0,2.0
1,3.0,1.0,21.481143468202937,0.0,0.0,36568.0,15.0,1.0
1,3.0,0.0,0.0,0.0,2.0,347080.0,14.0,2.0
0,1.0,0.0,47.0,1.0,0.0,17757.0,227.0,0.0
1,2.0,1.0,8.0,1.0,1.0,26360.0,26.0,2.0
0,2.0,0.0,25.0,0.0,0.0,34050.0,10.0,2.0
1,1.0,0.0,44.73485015142279,0.0,0.0,12998.0,25.0,0.0
0,3.0,1.0,35.0,0.0,0.0,9232.0,7.0,1.0
0,2.0,0.0,24.0,0.0,0.0,28034.0,10.0,2.0
1,1.0,1.0,33.0,0.0,0.0,17613.0,27.0,0.0
0,3.0,0.0,25.0,0.0,0.0,349250.0,7.0,2.0
0,3.0,0.0,32.0,0.0,0.0,4001.0,22.0,2.0
0,3.0,0.0,28.73776525749005,0.0,0.0,3101308.0,7.0,2.0
0,2.0,0.0,17.0,0.0,0.0,14879.0,73.0,2.0
1,2.0,1.0,60.0,1.0,0.0,24065.0,26.0,2.0
0,3.0,1.0,38.0,4.0,2.0,347091.0,7.0,2.0
0,1.0,0.0,42.0,0.0,0.0,113038.0,42.0,2.0
1,3.0,1.0,26.45929280398235,0.0,0.0,330924.0,7.0,1.0
1,1.0,0.0,57.0,1.0,1.0,36928.0,164.0,2.0
1,1.0,1.0,50.0,1.0,1.0,113503.0,211.0,0.0
0,3.0,0.0,27.72403534301087,0.0,0.0,32302.0,8.0,2.0
1,2.0,1.0,30.0,1.0,0.0,2148.0,13.0,0.0
0,3.0,0.0,21.0,0.0,0.0,342684.0,8.0,2.0
1,2.0,1.0,22.0,0.0,0.0,14266.0,10.0,2.0
0,3.0,0.0,21.0,0.0,0.0,350053.0,7.0,2.0
1,1.0,1.0,53.0,0.0,0.0,17606.0,27.0,0.0
1,3.0,1.0,20.78276621244117,0.0,2.0,2661.0,15.0,0.0
0,3.0,0.0,23.0,0.0,0.0,350054.0,7.0,2.0
1,3.0,1.0,27.04373334037982,0.0,0.0,370368.0,7.0,1.0
0,3.0,0.0,40.0,0.0,0.0,6212.0,15.0,2.0
0,2.0,0.0,36.0,0.0,0.0,242963.0,13.0,2.0
0,2.0,0.0,14.0,0.0,0.0,220845.0,65.0,2.0
1,1.0,1.0,21.0,0.0,0.0,113795.0,26.0,2.0
0,3.0,0.0,21.0,1.0,0.0,3101266.0,6.0,2.0
0,3.0,0.0,30.71050150371847,0.0,0.0,330971.0,7.0,1.0
0,1.0,0.0,39.0,1.0,0.0,17599.0,71.0,0.0
0,3.0,0.0,20.0,0.0,0.0,350416.0,7.0,2.0
0,1.0,0.0,64.0,1.0,0.0,110813.0,75.0,0.0
0,3.0,0.0,20.0,0.0,0.0,2679.0,7.0,0.0
1,2.0,1.0,18.0,1.0,1.0,250650.0,13.0,2.0
1,1.0,1.0,48.0,1.0,0.0,17761.0,106.0,0.0
1,1.0,1.0,55.0,0.0,0.0,112377.0,27.0,0.0
1,2.0,1.0,45.0,0.0,2.0,237789.0,30.0,2.0
0,1.0,0.0,45.0,1.0,1.0,16966.0,134.0,0.0
0,3.0,0.0,27.79801284310636,0.0,0.0,3470.0,7.0,2.0
0,3.0,0.0,22.7293847190921,1.0,2.0,6607.0,23.0,2.0
0,1.0,0.0,41.0,1.0,0.0,17464.0,51.0,2.0
1,2.0,1.0,22.0,0.0,0.0,13534.0,21.0,2.0
0,2.0,0.0,42.0,1.0,1.0,28220.0,32.0,2.0
1,2.0,1.0,29.0,1.0,0.0,26707.0,26.0,2.0
1,3.0,1.0,12.623757913137005,1.0,0.0,2660.0,14.0,0.0
1,2.0,1.0,0.0,1.0,2.0,34651.0,27.0,2.0
0,3.0,0.0,20.0,0.0,0.0,3101284.0,7.0,2.0
1,1.0,0.0,27.0,1.0,0.0,13508.0,136.0,0.0
0,3.0,0.0,24.0,0.0,0.0,7266.0,9.0,2.0
0,3.0,0.0,32.0,0.0,0.0,345775.0,9.0,2.0
0,3.0,0.0,27.809942377089623,0.0,0.0,42795.0,7.0,2.0
0,3.0,0.0,25.792773818548646,0.0,0.0,3130.0,7.0,1.0
0,3.0,0.0,28.0,0.0,0.0,363611.0,8.0,2.0
1,2.0,1.0,19.0,0.0,0.0,28404.0,13.0,2.0
0,3.0,0.0,21.0,0.0,0.0,345501.0,7.0,2.0
0,3.0,0.0,36.0,1.0,0.0,345572.0,17.0,2.0
0,3.0,0.0,21.0,0.0,0.0,350410.0,7.0,2.0
1,2.0,1.0,29.0,0.0,2.0,29103.0,23.0,2.0
1,3.0,1.0,1.0,1.0,1.0,350405.0,12.0,2.0
0,2.0,0.0,30.0,0.0,0.0,34644.0,12.0,0.0
0,3.0,0.0,27.902903251694337,0.0,0.0,349235.0,7.0,2.0
0,1.0,0.0,41.3999697220944,0.0,0.0,112051.0,0.0,2.0
0,3.0,0.0,27.812087721382813,0.0,0.0,49867.0,7.0,2.0
1,3.0,1.0,23.93501671906086,0.0,0.0,39186.0,8.0,2.0
0,3.0,0.0,17.0,0.0,0.0,315095.0,8.0,2.0
1,1.0,0.0,46.0,0.0,0.0,13050.0,75.0,0.0
0,3.0,0.0,31.27454442823906,0.0,0.0,368573.0,7.0,1.0
1,1.0,1.0,26.0,1.0,0.0,13508.0,136.0,0.0
1,3.0,1.0,21.883409957259673,1.0,0.0,370371.0,15.0,1.0
0,3.0,0.0,23.774155347755094,0.0,0.0,2676.0,7.0,0.0
1,2.0,1.0,20.0,1.0,0.0,236853.0,26.0,2.0
0,2.0,0.0,28.0,0.0,0.0,14888.0,10.0,2.0
0,2.0,0.0,40.0,1.0,0.0,2926.0,26.0,2.0
0,2.0,0.0,30.0,1.0,0.0,31352.0,21.0,2.0
0,2.0,0.0,22.0,0.0,0.0,14260.0,10.0,2.0
1,3.0,1.0,23.0,0.0,0.0,315085.0,8.0,2.0
1,3.0,0.0,0.0,1.0,1.0,3101315.0,13.0,2.0
1,3.0,1.0,26.962106656599946,0.0,0.0,364859.0,7.0,1.0
1,3.0,1.0,9.0,1.0,1.0,2650.0,15.0,0.0
1,3.0,1.0,2.0,1.0,1.0,370129.0,20.0,2.0
0,3.0,0.0,36.0,0.0,0.0,21175.0,7.0,2.0
0,3.0,0.0,28.737767077635088,0.0,0.0,3101314.0,7.0,2.0
0,1.0,0.0,24.0,1.0,0.0,21228.0,82.0,2.0
0,3.0,0.0,23.77353170382656,0.0,0.0,2655.0,7.0,0.0
0,3.0,0.0,27.716686985111323,0.0,0.0,1478.0,8.0,2.0
0,1.0,0.0,42.07180620642827,0.0,0.0,17607.0,39.0,2.0
0,3.0,1.0,30.0,0.0,0.0,382650.0,6.0,1.0
0,3.0,0.0,23.773442611836767,0.0,0.0,2652.0,7.0,0.0
0,1.0,0.0,53.0,1.0,1.0,33638.0,81.0,2.0
0,3.0,0.0,36.0,0.0,0.0,345771.0,9.0,2.0
0,3.0,0.0,26.0,0.0,0.0,349202.0,7.0,2.0
1,2.0,1.0,1.0,1.0,2.0,2123.0,41.0,0.0
0,3.0,0.0,10.648923733220194,2.0,0.0,2662.0,21.0,0.0
0,1.0,0.0,30.0,0.0,0.0,113801.0,45.0,2.0
0,3.0,0.0,29.0,0.0,0.0,347467.0,7.0,2.0
0,3.0,0.0,32.0,0.0,0.0,347079.0,7.0,2.0
1,2.0,0.0,38.475730477096675,0.0,0.0,237735.0,15.0,0.0
0,2.0,0.0,43.0,0.0,1.0,2.0,21.0,2.0
0,3.0,0.0,24.0,0.0,0.0,315092.0,8.0,2.0
0,3.0,1.0,27.232723783584103,0.0,0.0,383123.0,7.0,1.0
1,1.0,1.0,64.0,1.0,1.0,112901.0,26.0,2.0
1,1.0,0.0,30.0,1.0,2.0,113781.0,151.0,2.0
1,3.0,0.0,0.0,0.0,1.0,392091.0,9.0,2.0
0,1.0,0.0,55.0,1.0,1.0,12749.0,93.0,2.0
0,3.0,1.0,45.0,1.0,0.0,350026.0,14.0,2.0
0,3.0,0.0,18.0,0.0,0.0,315091.0,8.0,2.0
0,3.0,0.0,22.0,0.0,0.0,2658.0,7.0,0.0
0,3.0,0.0,27.7974419242772,0.0,0.0,1588.0,7.0,2.0
0,3.0,1.0,37.0,0.0,0.0,368364.0,7.0,1.0
1,1.0,1.0,55.0,0.0,0.0,17760.0,135.0,0.0
1,3.0,1.0,17.0,0.0,0.0,30631.0,7.0,1.0
1,1.0,0.0,57.0,1.0,0.0,17569.0,146.0,0.0
0,2.0,0.0,19.0,0.0,0.0,28004.0,10.0,2.0
0,3.0,0.0,27.0,0.0,0.0,350408.0,7.0,2.0
0,2.0,0.0,22.0,2.0,0.0,31029.0,31.0,2.0
0,3.0,0.0,26.0,0.0,0.0,347075.0,7.0,2.0
0,3.0,0.0,25.0,0.0,0.0,2654.0,7.0,0.0
0,2.0,0.0,26.0,0.0,0.0,244368.0,13.0,2.0
0,1.0,0.0,33.0,0.0,0.0,113790.0,26.0,2.0
1,1.0,1.0,39.0,0.0,0.0,24160.0,211.0,2.0
0,3.0,0.0,23.0,0.0,0.0,3101309.0,7.0,2.0
1,2.0,1.0,12.0,2.0,1.0,230136.0,39.0,2.0
0,1.0,0.0,46.0,0.0,0.0,17585.0,79.0,0.0
1,2.0,0.0,29.0,1.0,0.0,2003.0,26.0,2.0
0,2.0,0.0,21.0,0.0,0.0,236854.0,13.0,2.0
1,2.0,1.0,48.0,0.0,2.0,33112.0,36.0,2.0
1,1.0,0.0,39.0,0.0,0.0,17580.0,29.0,0.0
0,3.0,0.0,23.774392926394544,0.0,0.0,2684.0,7.0,0.0
1,3.0,1.0,19.0,1.0,1.0,2653.0,15.0,0.0
0,3.0,0.0,27.0,0.0,0.0,349229.0,7.0,2.0
1,1.0,0.0,30.0,0.0,0.0,110469.0,26.0,2.0
0,2.0,0.0,32.0,0.0,0.0,244360.0,13.0,2.0
0,3.0,0.0,39.0,0.0,2.0,2675.0,7.0,0.0
0,2.0,0.0,25.0,0.0,0.0,31029.0,31.0,2.0
0,3.0,0.0,23.772551691938855,0.0,0.0,2622.0,7.0,0.0
0,2.0,0.0,18.0,0.0,0.0,15185.0,10.0,2.0
0,3.0,0.0,32.0,0.0,0.0,350403.0,7.0,2.0
0,3.0,0.0,40.08918966497253,1.0,9.0,2343.0,69.0,2.0
1,1.0,1.0,58.0,0.0,1.0,17755.0,512.0,0.0
0,3.0,0.0,23.62100536748429,1.0,1.0,851.0,14.0,2.0
1,3.0,1.0,16.0,0.0,0.0,348125.0,7.0,2.0
0,2.0,0.0,26.0,0.0,0.0,237670.0,13.0,2.0
0,3.0,1.0,38.0,0.0,0.0,2688.0,7.0,0.0
0,2.0,0.0,24.0,0.0,0.0,248726.0,13.0,2.0
1,2.0,1.0,31.0,0.0,0.0,13528.0,21.0,2.0
1,1.0,1.0,45.0,0.0,1.0,17759.0,63.0,0.0
0,2.0,0.0,25.0,0.0,0.0,13540.0,10.0,2.0
0,2.0,0.0,18.0,0.0,0.0,14879.0,73.0,2.0
0,2.0,0.0,49.0,1.0,2.0,220845.0,65.0,2.0
1,3.0,1.0,0.0,1.0,2.0,2315.0,20.0,2.0
0,1.0,0.0,50.0,0.0,0.0,113044.0,26.0,2.0
1,1.0,1.0,59.0,2.0,0.0,11769.0,51.0,2.0
0,3.0,0.0,27.79733089542945,0.0,0.0,1222.0,7.0,2.0
0,3.0,0.0,31.271979369463118,0.0,0.0,368402.0,7.0,1.0
0,3.0,1.0,30.0,1.0,0.0,349910.0,15.0,2.0
0,3.0,0.0,14.0,8.0,2.0,2343.0,69.0,2.0
1,2.0,1.0,24.0,1.0,1.0,2079.0,37.0,0.0
1,2.0,1.0,31.0,0.0,0.0,31352.0,21.0,2.0
0,3.0,0.0,27.0,0.0,0.0,315083.0,8.0,2.0
1,1.0,1.0,25.0,1.0,0.0,11765.0,55.0,0.0
0,3.0,1.0,59.663745814396165,1.0,9.0,2343.0,69.0,2.0
0,3.0,0.0,17.41991582030017,1.0,0.0,2689.0,14.0,0.0
1,3.0,1.0,22.0,0.0,0.0,3101295.0,39.0,2.0
1,1.0,1.0,45.0,0.0,1.0,112378.0,59.0,0.0
1,2.0,0.0,29.0,0.0,0.0,2147.0,13.0,0.0
0,2.0,0.0,21.0,1.0,0.0,28133.0,11.0,2.0
1,1.0,1.0,31.0,0.0,0.0,16966.0,134.0,0.0
0,1.0,0.0,49.0,0.0,0.0,112058.0,0.0,2.0
0,2.0,0.0,44.0,0.0,0.0,248746.0,13.0,2.0
1,1.0,1.0,54.0,1.0,1.0,33638.0,81.0,2.0
1,1.0,1.0,45.0,0.0,0.0,17608.0,262.0,0.0
0,3.0,1.0,22.0,2.0,0.0,315152.0,8.0,2.0
0,2.0,0.0,21.0,0.0,0.0,29107.0,11.0,2.0
0,1.0,0.0,55.0,0.0,0.0,680.0,50.0,2.0
0,3.0,0.0,5.0,4.0,2.0,347077.0,31.0,2.0
0,3.0,0.0,31.246643788921784,0.0,0.0,366713.0,7.0,1.0
0,3.0,0.0,26.0,0.0,0.0,330910.0,7.0,1.0
1,3.0,1.0,23.348621505824173,0.0,0.0,364498.0,14.0,2.0
1,3.0,1.0,19.0,1.0,0.0,376566.0,16.0,2.0
0,2.0,0.0,35.306834571942055,0.0,0.0,2159.0,12.0,2.0
1,2.0,1.0,24.0,1.0,2.0,220845.0,65.0,2.0
0,3.0,0.0,24.0,0.0,0.0,349911.0,7.0,2.0
0,2.0,0.0,57.0,0.0,0.0,244346.0,13.0,2.0
